	CHANNEL	AIR_DATE	TIME	DURATION	REF_ID	TITLE	EVENT_NAT_DEF
6204	TVBFIN	2019-11-03	12:49:36	20	JIM0234023	52 ANN(FOODCOURT-&=	Promo
6205	TVBNews	2019-11-03	12:52:50	10	E07702	EVERBRIGHT SHK PR:50 YR FINA.FILE	Commercial
6206	TVBNews	2019-11-03	12:53:00	20	G07361	GIORMANI-SESAME STREET-LAST DAY	Commercial
6207	TVBNews	2019-11-03	12:53:20	30	JTD0361447	PROG PRESENT 2020-&=A	Promo
6208	TVBNews	2019-11-03	12:53:50	20	AUD0975845	EGO:DREAM(2130-=A	Promo
6209	TVBNews	2019-11-03	12:54:10	20	AUD1125446	CCT OIL:RETIREMENT-&=A	Promo
6210	TVBNews	2019-11-03	12:54:30	10	BGTA370447	AIRLAND:OWN HOME(CJ)=A	Promo
6211	TVBNews	2019-11-03	12:54:40	10	M31705	MA PAK LEUNG PR:HISTORICAL B.B.	Commercial
6212	J2	2019-11-03	12:55:13	30	BTD1012437	SOLITARY(SUN2245A	Promo
6213	J2	2019-11-03	12:55:43	30	JTD0361447	PROG PRESENT 2020-&=A	Promo
6214	TVBNews	2019-11-03	12:58:01	20	JTD9804447	INSPIRING JOUR-&=A	Promo
6215	TVBNews	2019-11-03	12:58:21	20	JUDA826451	THE BRAVE(MON223(C	Promo
6216	TVBNews	2019-11-03	12:58:41	10	AGN1184396	HAITONG:WARRANT(1055-=	Promo
6217	TVBNews	2019-11-03	12:58:51	30	JCP0366421	ANN DRAMA CP-&=A	Promo
6218	TVBNews	2019-11-03	12:59:21	20	JGTA812012	AMERICA GOT(TD203(C(A	Promo
6219	TVBNews	2019-11-03	12:59:41	10	CGNA016331	BOC:INT'L NEWS FILE	Promo
6220	TVBNews	2019-11-03	12:59:51	10	CIDA001002	"STATION ID(10"")"	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
6221	TVBFIN	2019-11-03	13:00:37	10	GDP	CENTALINE PROPERTY:PROPERTY EXPERTS	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
6222	TVBFIN	2019-11-03	13:00:47	20	C22811	CHINA RESOURCES GROUP INFO	Info Service Count as Program Time
6223	TVBFIN	2019-11-03	13:01:07	5	C22748	CHINA RESOURCES GP INFO B.B.	Info Service Count as Program Time
6224	TVBFIN	2019-11-03	13:01:12	15	JTD9281447	SUN REPORT-=	Promo
6225	TVBFIN	2019-11-03	13:01:27	15	CGNA020451	CHEUNG KK:BEHIND(M-F)	Promo
6226	TVBFIN	2019-11-03	13:01:42	15	T18074	TRIVAGO.COM-DAD	Commercial
6227	TVBFIN	2019-11-03	13:01:57	15	M32023	MAX CHOICE-BLACK MACA	Commercial
6228	TVBFIN	2019-11-03	13:02:12	10	AGN0897055	MORGAN:WARRANT(1010-=	Promo
6229	TVBFIN	2019-11-03	13:02:22	5	J03989	J.P.MORGAN SP:WARRANTS TIP B.B.	Commercial Tag on
6230	TVBFIN	2019-11-03	13:02:27	10	JGN9870010	MPL:STORY MINGLAN-&=A	Promo
6231	TVBFIN	2019-11-03	13:02:37	10	AID0001210	FIN & INFO(ID	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
6232	TVBFIN	2019-11-03	13:02:47	5	C22544	CENTALINE SP:EXPERT B.B.	Commercial
6233	J2	2019-11-03	13:08:55	10	BGNA255431	IWALKER II(M,TUE1930=A	Promo
6234	J2	2019-11-03	13:09:05	20	JUDA860453	LOVING:CLIM(WED213(C(A	Promo
6235	J2	2019-11-03	13:09:25	10	M32196	MYTV SUPER PROMO	Commercial
6236	J2	2019-11-03	13:09:35	15	T18074	TRIVAGO.COM-DAD	Commercial
6237	J2	2019-11-03	13:09:50	15	P16928	PUBLIC BANK #MORTGAGE	Commercial
6238	J2	2019-11-03	13:10:05	10	BUDA352004	SIDEWALK(FRI 1900=A	Promo
6239	J2	2019-11-03	13:10:15	20	JUD9886445	FINDING VOICE-&=A	Promo
6240	TVBNews	2019-11-03	13:10:59	10	5CIW701	INTERNATIONAL WEATHER FORECAST	Commercial
6241	TVBNews	2019-11-03	13:11:09	5	C22719	CORELLE-INT'L WEATHER UPDATE	Commercial
6242	TVBNews	2019-11-03	13:11:14	30	U04018	UNITED ASIA FINANCE-I5	Commercial
6243	TVBNews	2019-11-03	13:11:44	5	B10563	BLESS ORANGE JUICE	Commercial
6244	TVBNews	2019-11-03	13:11:49	30	T17333	TAISHAN CHARITABLE ASS #6	Commercial
6245	TVBNews	2019-11-03	13:12:19	20	JGT7113444	YOU'RE HIRED(2350-&=A	Promo
6246	TVBNews	2019-11-03	13:12:39	20	AUD1029845	VITAL LIFELINE(203-=A	Promo
6247	TVBNews	2019-11-03	13:12:59	90	JIM0234020	52 ANN(MEMORY-&=	Promo
6248	TVBFIN	2019-11-03	13:13:56	30	JTD0361447	PROG PRESENT 2020-&=A	Promo
6249	TVBFIN	2019-11-03	13:14:26	15	E07766	EXPEDIA.COM	Commercial
6250	TVBNews	2019-11-03	13:14:29	20	AGT1099437	37TH GYM(1430-=A	Promo
6251	TVBFIN	2019-11-03	13:14:41	15	S19666	SHAMSHUIPO CELEBRATION-TVB WEEKLY	Commercial
6252	TVBNews	2019-11-03	13:14:49	10	CGNA050391	CCBANK:LOOK AT GBA	Promo
6253	TVBFIN	2019-11-03	13:14:56	10	B10593	BIG B.S.-MINI WASHING DEVICE	Commercial
6254	TVBFIN	2019-11-03	13:15:06	15	S19441	SAFE GOLD SECURIT & FUTURE	Commercial
6255	TVBFIN	2019-11-03	13:15:21	20	AUD1125446	CCT OIL:RETIREMENT-&=A	Promo
6256	TVBFIN	2019-11-03	13:15:41	5	C22431	CHI CHUN TANG SP:REVEL B.B	Commercial Tag on
6257	TVBFIN	2019-11-03	13:15:46	10	ATD1719447	ON THE RECORD(173-=M	Promo
6258	J2	2019-11-03	13:25:15	20	BUDA266945	YOUNG(CJ)M,T,T,F2135=A	Promo
6259	J2	2019-11-03	13:25:35	30	T17873	TRIVAGO.COM-DAD	Commercial
6260	J2	2019-11-03	13:26:05	15	O07006	OCEAN ALLIED FINANCE LTD	Commercial
6261	J2	2019-11-03	13:26:20	30	S19440	SME PACKAGE PROMO	Commercial
6262	J2	2019-11-03	13:26:50	15	F43673	FOUR SEA FISH DUMPLING	Commercial
6263	TVBNews	2019-11-03	13:27:00	10	P16998	PRINCE J.& W SP:EARTH LIVE-B.B.	Commercial
6264	J2	2019-11-03	13:27:05	15	B09192	BEST MART 360	Commercial
6265	TVBNews	2019-11-03	13:27:10	20	C22385	CREDIT ONE FINANCE	Commercial
6266	J2	2019-11-03	13:27:20	60	P16992	PA-2019 POLICY ADDRESS(GENERIC PA 69	API / GIS
6267	TVBNews	2019-11-03	13:27:30	20	JTD9701943	KAIPO:HOME FLAVORS-&=A	Promo
6268	TVBNews	2019-11-03	13:27:50	20	JED0234016	ANN ED(MAN WHO-&=A	Promo
6269	TVBFIN	2019-11-03	13:27:52	5	C22544	CENTALINE SP:EXPERT B.B.	Commercial
6270	TVBFIN	2019-11-03	13:27:57	10	GDP	CANCER III	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
6271	TVBFIN	2019-11-03	13:28:07	10	AGN0989392	BOC:WARRANT(0920-=	Promo
6272	TVBNews	2019-11-03	13:28:10	10	AGN1184396	HAITONG:WARRANT(1055-=	Promo
6273	TVBFIN	2019-11-03	13:28:17	5	B10137	BOCI SP:WARRANTS B.B	Commercial Tag on
6274	J2	2019-11-03	13:28:20	20	JTD9484447	DO DID EAT-&=A	Promo
6275	TVBNews	2019-11-03	13:28:20	20	JTDA626447	WK:10 CLOV(TD213(C(A	Promo
6276	TVBNews	2019-11-03	13:28:40	10	CGNA038351	BLESS TEA:MOBSERVATORY	Promo
6277	TVBNews	2019-11-03	13:28:50	60	P16992	PA-2019 POLICY ADDRESS(GENERIC PA 69	API / GIS
6278	TVBNews	2019-11-03	13:29:50	10	CIDA001002	"STATION ID(10"")"	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
6279	TVBFIN	2019-11-03	13:31:27	10	GDP	JENFORT WATER HEATER:INCREDIBLE GEMS 4	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
6280	TVBFIN	2019-11-03	13:31:37	15	JTD9280447	ZURICH W:FIN MAG-=	Promo
6281	TVBFIN	2019-11-03	13:31:52	10	AGN0803002	IN BELLY CITY(183&-A	Promo
6282	TVBFIN	2019-11-03	13:32:02	15	T18074	TRIVAGO.COM-DAD	Commercial
6283	TVBFIN	2019-11-03	13:32:17	30	T17337	TAISHAN CHARITABLE ASS #10	Commercial
6284	TVBFIN	2019-11-03	13:32:47	60	P16992	PA-2019 POLICY ADDRESS(GENERIC PA 69	API / GIS
6285	TVBFIN	2019-11-03	13:33:47	10	AGN0896055	UBS:WARRANT(1035-=	Promo
6286	TVBFIN	2019-11-03	13:33:57	5	U03527	UBS SP:WARRANTS B.B.	Commercial Tag on
6287	TVBFIN	2019-11-03	13:34:02	15	JUD9988445	BILLION PROP:LO&BE-&=A	Promo
6288	TVBFIN	2019-11-03	13:34:17	15	AID0001215	FIN & INFO(ID	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
6289	TVBFIN	2019-11-03	13:34:32	5	J04238	JENFORT SP:GEMS B.B.	Commercial
6290	J2	2019-11-03	13:38:34	15	JLHA869001	ANNI:WOND(16 NOV(C(A(A	Promo
6291	J2	2019-11-03	13:38:49	20	BUDA419001	ASIA'S APPETIZ(1930=A	Promo
6292	J2	2019-11-03	13:39:09	15	T18074	TRIVAGO.COM-DAD	Commercial
6293	J2	2019-11-03	13:39:24	15	C22121	CENTRO	Commercial
6294	J2	2019-11-03	13:39:39	30	B10562	BIG B.S.-RECRUITMENT	Commercial
6295	J2	2019-11-03	13:40:09	10	BGNA379436	WAROTEN(CJ)SATSUN180(A	Promo
6296	J2	2019-11-03	13:40:19	15	JLHA869002	ANNI:WOND(16 NOV(C(A(B	Promo
6297	TVBNews	2019-11-03	13:40:49	5	B10556	BLESS DR.DETOX	Commercial
6298	TVBNews	2019-11-03	13:40:54	30	K07739	KOWLOON BAY-INTERGATED AUTOMALL	Commercial
6299	TVBNews	2019-11-03	13:41:24	20	A10555	ANLENE MILK POWDER	Commercial
6300	TVBNews	2019-11-03	13:41:44	15	JTD9280447	ZURICH W:FIN MAG-=	Promo
6301	TVBNews	2019-11-03	13:41:59	20	AUD0981845	CENTA:CPROP(2130-=A	Promo
6302	TVBNews	2019-11-03	13:42:19	30	JGNA706001	ORIENTAL:SPECT CP(C(A	Promo
6303	TVBNews	2019-11-03	13:42:49	20	BUDA419001	ASIA'S APPETIZ(1930=A	Promo
6304	TVBNews	2019-11-03	13:43:09	20	JUD9662911	FARAWAY BRIDES-&=A	Promo
6305	TVBNews	2019-11-03	13:43:29	10	ATD1719447	ON THE RECORD(173-=M	Promo
6306	TVBNews	2019-11-03	13:43:39	10	CGNA013421	PRINCE:EARTH LIVE	Promo
6307	TVBFIN	2019-11-03	13:45:58	40	JLH9978445	HCL PILL:DOD(TR1-&=A	Promo
6308	TVBFIN	2019-11-03	13:46:38	10	P16891	PRINCE J.& W -PEONIA DIAMOND	Commercial
6309	TVBFIN	2019-11-03	13:46:48	10	M32731	MYTV SUPER-18 HIT RATE           4-830	Commercial
6310	TVBFIN	2019-11-03	13:46:58	15	T18074	TRIVAGO.COM-DAD	Commercial
6311	TVBFIN	2019-11-03	13:47:13	15	V04220	VITA CALM	Commercial
6312	TVBFIN	2019-11-03	13:47:28	10	AGN1184396	HAITONG:WARRANT(1055-=	Promo
6313	TVBFIN	2019-11-03	13:47:38	5	H17385	HAI TONG INT'N PR:WARR.BB	Commercial Tag on
6314	TVBNews	2019-11-03	13:51:05	10	BGTA370447	AIRLAND:OWN HOME(CJ)=A	Promo
6315	TVBNews	2019-11-03	13:51:15	10	AGN0989392	BOC:WARRANT(0920-=	Promo
6316	TVBNews	2019-11-03	13:51:25	10	CGTA028001	MPL:HK HISTORICAL	Promo
6317	TVBNews	2019-11-03	13:56:30	30	K07739	KOWLOON BAY-INTERGATED AUTOMALL	Commercial
6318	J2	2019-11-03	13:56:39	20	JIM0234026	52 ANN(MAHJONG-&=	Promo
6319	J2	2019-11-03	13:56:59	10	BGNA420456	SUSPICION(SAT 2215A	Promo
6320	TVBNews	2019-11-03	13:57:00	15	E07669	ELEPHANT CLUB	Commercial
6321	J2	2019-11-03	13:57:09	15	W16258	WING MING STRONG SEAL PILLS	Commercial
6322	TVBNews	2019-11-03	13:57:15	10	CGN0003191	AIRLAND:TRAFFIC074,081	Promo
6323	J2	2019-11-03	13:57:24	15	H17065	HOMEMADE FROZEN FOOD	Commercial
6324	TVBNews	2019-11-03	13:57:25	15	JTD9281447	SUN REPORT-=	Promo
6325	J2	2019-11-03	13:57:39	20	JTDA626447	WK:10 CLOV(TD213(C(A	Promo
6326	TVBNews	2019-11-03	13:57:40	10	AGN1129001	CENTA:PROP X(151/174=A	Promo
6327	TVBNews	2019-11-03	13:57:50	60	JIMA860002	LOVING EARTH(C(A	Promo
6328	J2	2019-11-03	13:57:59	10	5BWC031	LOCAL DISTRICT WEATHER CHECK	Commercial
6329	J2	2019-11-03	13:58:09	5	C22717	CORELLE BRANDS DISTICTED WEATHER	Commercial
6330	TVBNews	2019-11-03	13:58:50	30	JCP0366421	ANN DRAMA CP-&=A	Promo
6331	TVBNews	2019-11-03	13:59:20	20	AGT1099437	37TH GYM(1430-=A	Promo
6332	TVBNews	2019-11-03	13:59:40	10	CGNA051401	HAITONG:FINANCIAL NEWS	Promo
6333	TVBNews	2019-11-03	13:59:50	10	CIDA001002	"STATION ID(10"")"	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
6334	TVBFIN	2019-11-03	14:00:53	20	JTD9804447	INSPIRING JOUR-&=A	Promo
6335	TVBFIN	2019-11-03	14:01:13	30	M32705	MYTV SUPER-DRAMA:G:MAISON TOKYO	Commercial
6336	TVBFIN	2019-11-03	14:01:43	15	E07772	EXPEDIA.COM	Commercial
6337	TVBFIN	2019-11-03	14:01:58	15	I07039	I CHOICE #P.LOAN	Commercial
6338	TVBFIN	2019-11-03	14:02:13	30	AUD1069444	LEADER(2030-&=A	Promo
6339	TVBFIN	2019-11-03	14:02:43	20	JTD9484447	DO DID EAT-&=A	Promo
6340	J2	2019-11-03	14:09:14	20	BUDA405451	ALL THINGS(MTTF2205A	Promo
6341	J2	2019-11-03	14:09:34	15	H17065	HOMEMADE FROZEN FOOD	Commercial
6342	J2	2019-11-03	14:09:49	30	M32585	MYTV SUPER-CH.18 RACING PRESENT. 4-830	Commercial
6343	J2	2019-11-03	14:10:19	15	T18074	TRIVAGO.COM-DAD	Commercial
6344	J2	2019-11-03	14:10:34	30	L09117	LD-YOUTH EMPLOYMENT & TRAINING LD 210	API / GIS
6345	TVBNews	2019-11-03	14:11:24	10	T18754	TAISHAN CHARITABLE PR:ELDERLY B.B	Commercial
6346	TVBNews	2019-11-03	14:11:34	20	E07623	EVERBRIGHT SUN HUNG KAI ##MAYANNE	Commercial
6347	TVBNews	2019-11-03	14:11:54	20	A10555	ANLENE MILK POWDER	Commercial
6348	TVBNews	2019-11-03	14:12:14	30	C22552	CHIMELONG OCEAN-GUANGZHOU	Commercial
6349	TVBNews	2019-11-03	14:12:44	30	U04019	UNITED ASIA FINANCE-N5	Commercial
6350	TVBFIN	2019-11-03	14:12:58	20	AGT1099437	37TH GYM(1430-=A	Promo
6351	TVBNews	2019-11-03	14:13:14	10	M31599	MA SAI L.TONG WOOD LOK OIL-WATSON	Commercial
6352	TVBFIN	2019-11-03	14:13:18	20	JUD9886445	FINDING VOICE-&=A	Promo
6353	TVBNews	2019-11-03	14:13:24	15	CGNA020451	CHEUNG KK:BEHIND(M-F)	Promo
6354	TVBFIN	2019-11-03	14:13:38	10	T17324	TAISHAN CHARITABLE ASS #2	Commercial
6355	TVBNews	2019-11-03	14:13:39	20	JTD9801944	LIZA'S ON LINE-&=A	Promo
6356	TVBFIN	2019-11-03	14:13:48	10	B10584	BIG B.S.-BIG LINE HOLIDAY	Commercial
6357	TVBFIN	2019-11-03	14:13:58	15	C22121	CENTRO	Commercial
6358	TVBNews	2019-11-03	14:13:59	10	CGNA046266	TITAN:WELFARE WEEKLY	Promo
6359	TVBNews	2019-11-03	14:14:09	3	B09991	BLESS JUICE-LOCAL TIME CHECK OP	Info Service Count as Program Time
6360	TVBNews	2019-11-03	14:14:12	7	XPS	LOCAL TIME CHECK	Info Service Count as Program Time
6361	TVBFIN	2019-11-03	14:14:13	30	L09117	LD-YOUTH EMPLOYMENT & TRAINING LD 210	API / GIS
6362	TVBNews	2019-11-03	14:14:19	5	B09992	BLESS JUICE-LOCAL TIME CHECK-CL	Info Service Count as Program Time
6363	TVBFIN	2019-11-03	14:14:43	10	AGN0898036	PARIBAS:WAR(LB(0945-=N	Promo
6364	TVBFIN	2019-11-03	14:14:53	5	B08785	BNP SP:WARRANTS-OP	Commercial Tag on
6365	TVBFIN	2019-11-03	14:14:58	20	JUD9929445	KONEW:MAN WHO KILL-&=A	Promo
6366	TVBNews	2019-11-03	14:23:00	20	C22811	CHINA RESOURCES GROUP INFO	Info Service Count as Program Time
6367	TVBNews	2019-11-03	14:23:20	5	C22748	CHINA RESOURCES GP INFO B.B.	Info Service Count as Program Time
6368	TVBNews	2019-11-03	14:23:25	30	N10161	NU PHARM-LIVER CLEAR/Q10+SOD PLUS	Commercial
6369	TVBNews	2019-11-03	14:23:55	30	U04020	UNITED ASIA FINANCE-D5	Commercial
6370	TVBNews	2019-11-03	14:24:25	15	M32063	MASERATI CAR	Commercial
6371	TVBNews	2019-11-03	14:24:40	30	M22987	MIRAMAR TRAVEL	Commercial
6372	TVBNews	2019-11-03	14:25:10	15	T18722	TIAN YUAN XIANG-CHICKEN ESSENCE	Commercial
6373	TVBNews	2019-11-03	14:25:25	10	BGT0668942	SWEET:RUNNINGM(CJ)21=A	Promo
6374	TVBNews	2019-11-03	14:25:35	15	AGN0984009	SUCCESS:TIPS(2130-=A	Promo
6375	TVBNews	2019-11-03	14:25:50	10	CGTA045266	HKFI:WELLNESS EXPRESS	Promo
6376	TVBNews	2019-11-03	14:26:00	30	L09117	LD-YOUTH EMPLOYMENT & TRAINING LD 210	API / GIS
6377	TVBFIN	2019-11-03	14:26:47	5	J04238	JENFORT SP:GEMS B.B.	Commercial
6378	TVBFIN	2019-11-03	14:26:52	10	GDP	MORE CURIOUS	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
6379	TVBFIN	2019-11-03	14:27:02	20	JTD9801944	LIZA'S ON LINE-&=A	Promo
6380	J2	2019-11-03	14:27:33	10	BGT1012437	SOLITARY(SUN2245A	Promo
6381	J2	2019-11-03	14:27:43	20	JUD9929445	KONEW:MAN WHO KILL-&=A	Promo
6382	J2	2019-11-03	14:28:03	15	H17065	HOMEMADE FROZEN FOOD	Commercial
6383	J2	2019-11-03	14:28:18	15	W15747	WING MING STRONG STATETONE	Commercial
6384	J2	2019-11-03	14:28:33	15	T18074	TRIVAGO.COM-DAD	Commercial
6385	J2	2019-11-03	14:28:48	10	B10593	BIG B.S.-MINI WASHING DEVICE	Commercial
6386	J2	2019-11-03	14:28:58	15	S19477	SEVEN SEAS JOINT CARE	Commercial
6387	J2	2019-11-03	14:29:13	30	E07724	ENCHANTEUR SHOWER	Commercial
6388	TVBNews	2019-11-03	14:29:30	10	C22862	CHINA CONSTRUCTION BK SP:GBA B.B.	Commercial
6389	TVBNews	2019-11-03	14:29:40	10	AGN0896055	UBS:WARRANT(1035-=	Promo
6390	J2	2019-11-03	14:29:43	30	I07180	IMMD-TERRITORY-WIDE ID CARD    ID 173	API / GIS
6391	TVBNews	2019-11-03	14:29:50	10	CIDA001002	"STATION ID(10"")"	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
6392	J2	2019-11-03	14:30:13	10	BGNA331434	SWEET:BACKPAC(THU190=A	Promo
6393	J2	2019-11-03	14:30:23	20	JGTA812012	AMERICA GOT(TD203(C(A	Promo
6394	TVBFIN	2019-11-03	14:33:05	10	GDP	37TH RHYTHMIC GYMNASTICS WORLD CHAMPIO	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
6395	TVBFIN	2019-11-03	14:33:15	20	JUD9662911	FARAWAY BRIDES-&=A	Promo
6396	TVBFIN	2019-11-03	14:33:35	15	T18074	TRIVAGO.COM-DAD	Commercial
6397	TVBFIN	2019-11-03	14:33:50	30	A10505	AQ BIO SANITIZER	Commercial
6398	TVBFIN	2019-11-03	14:34:20	10	JGN5800036	SHBK:STOCK(J+FIN=N	Promo
6399	TVBFIN	2019-11-03	14:34:30	5	S18511	SHANGHAI COMM'L BK-STOCK EXCH.TAG	Commercial Tag on
6400	TVBFIN	2019-11-03	14:34:35	15	AID0001215	FIN & INFO(ID	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
6401	TVBNews	2019-11-03	14:40:02	10	5CPV031	KWG PROPERTIES: PROPERTY INDEX	Commercial
6402	TVBNews	2019-11-03	14:40:12	5	K08008	KWG-PR:PROPERTY BB-CL	Commercial
6403	TVBNews	2019-11-03	14:40:17	10	S19608	SUPPORT HK-ARTISTS-#20	Commercial
6404	TVBNews	2019-11-03	14:40:27	15	H14527	HIN SANG HONG-COUGH & COLD REMEDY	Commercial
6405	TVBNews	2019-11-03	14:40:42	15	D09201	DERMATIX	Commercial
6406	TVBNews	2019-11-03	14:40:57	30	K07739	KOWLOON BAY-INTERGATED AUTOMALL	Commercial
6407	TVBNews	2019-11-03	14:41:27	30	P16932	PUBLIC BANK #SAVING	Commercial
6408	TVBNews	2019-11-03	14:41:57	20	T18721	TRAVEL EXPERT-PHL-COSTA TAIWAN	Commercial
6409	TVBNews	2019-11-03	14:42:17	15	Y02290	YES NUTRI GLU.JOINT CREAM-MANNING	Commercial
6410	J2	2019-11-03	14:42:28	10	BGT0668942	SWEET:RUNNINGM(CJ)21=A	Promo
6411	TVBNews	2019-11-03	14:42:32	30	I07180	IMMD-TERRITORY-WIDE ID CARD    ID 173	API / GIS
6412	J2	2019-11-03	14:42:38	15	W15891	WINDSOR SPA	Commercial
6413	J2	2019-11-03	14:42:53	15	W15747	WING MING STRONG STATETONE	Commercial
6414	J2	2019-11-03	14:43:08	10	S19281	SAM SENG WINE                    4-830	Commercial
6415	J2	2019-11-03	14:43:18	20	P16989	PROMISE FINANCE #BCO	Commercial
6416	J2	2019-11-03	14:43:38	10	B10584	BIG B.S.-BIG LINE HOLIDAY	Commercial
6417	J2	2019-11-03	14:43:48	20	E07778	EXCAUGH	Commercial
6418	J2	2019-11-03	14:44:08	20	JTD9801944	LIZA'S ON LINE-&=A	Promo
6419	TVBFIN	2019-11-03	14:44:22	20	JTD9701943	KAIPO:HOME FLAVORS-&=A	Promo
6420	TVBFIN	2019-11-03	14:44:42	60	JLH9844445	LEGEND PHOENIX(TS1-&=A	Promo
6421	TVBFIN	2019-11-03	14:45:42	15	C22121	CENTRO	Commercial
6422	TVBFIN	2019-11-03	14:45:57	15	T18074	TRIVAGO.COM-DAD	Commercial
6423	TVBFIN	2019-11-03	14:46:12	10	S19598	SUPPORT HK-ARTISTS-#10	Commercial
6424	TVBFIN	2019-11-03	14:46:22	30	M32709	MIELE KITCHEN - GENERATION 7000  NDL	Commercial
6425	TVBFIN	2019-11-03	14:46:52	30	I07180	IMMD-TERRITORY-WIDE ID CARD    ID 173	API / GIS
6426	TVBFIN	2019-11-03	14:47:22	30	AGN1196432	LEEMANSAN:BATTLE(193=A	Promo
6427	TVBFIN	2019-11-03	14:47:52	5	L09186	LEE MAN SHAN SP:BATTLE B.B.	Commercial Tag on
6428	TVBFIN	2019-11-03	14:47:57	25	JED0234018	ANN ED(LO&BEHOLD-&=A	Promo
6429	TVBNews	2019-11-03	14:53:20	10	M31705	MA PAK LEUNG PR:HISTORICAL B.B.	Commercial
6430	TVBNews	2019-11-03	14:56:40	20	E07623	EVERBRIGHT SUN HUNG KAI ##MAYANNE	Commercial
6431	TVBNews	2019-11-03	14:57:00	15	G07162	GOLDEN PHOENIX RICE-WELLCOME	Commercial
6432	TVBNews	2019-11-03	14:57:15	30	J04224	JETOUR TRAVEL	Commercial
6433	TVBNews	2019-11-03	14:57:45	15	D09201	DERMATIX	Commercial
6434	TVBNews	2019-11-03	14:58:00	20	P16972	PROMISE FINANCE #CFO	Commercial
6435	TVBNews	2019-11-03	14:58:20	20	G07361	GIORMANI-SESAME STREET-LAST DAY	Commercial
6436	TVBNews	2019-11-03	14:58:40	10	H17237	HKHCL-ZHUI FENG H.L.PILL-MANN/WAT	Commercial
6437	TVBNews	2019-11-03	14:58:50	30	T15980	TARGET INSURANCE	Commercial
6438	TVBNews	2019-11-03	14:59:20	20	JTD9804447	INSPIRING JOUR-&=A	Promo
6439	TVBNews	2019-11-03	14:59:40	10	CGTA032931	HK JOCKEY:SPORTSPEDIA	Promo
6440	TVBNews	2019-11-03	14:59:50	10	CIDA001002	"STATION ID(10"")"	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
6441	TVBFIN	2019-11-03	15:00:11	30	JTD0361447	PROG PRESENT 2020-&=A	Promo
6442	TVBFIN	2019-11-03	15:00:41	30	A10303	AVIVA YACHT SERVICES	Commercial
6443	TVBFIN	2019-11-03	15:01:11	10	B10594	BIG B.S.-FISH MAW/PRESERVED MEAT	Commercial
6444	TVBFIN	2019-11-03	15:01:21	15	AGN0984009	SUCCESS:TIPS(2130-=A	Promo
6445	TVBFIN	2019-11-03	15:01:36	5	S18742	SUCCESS SP:INVESTMENT-OP	Commercial Tag on
6446	TVBFIN	2019-11-03	15:01:41	30	AGN1116004	GREAT RAILWAY V(183-=A	Promo
6447	J2	2019-11-03	15:01:43	20	BTDA416447	GROWING UP(SUN1835A	Promo
6448	J2	2019-11-03	15:02:03	20	BUDA386431	KUONI:HIP-SCAN(203=A	Promo
6449	J2	2019-11-03	15:02:23	20	JTD9701943	KAIPO:HOME FLAVORS-&=A	Promo
6450	TVBNews	2019-11-03	15:13:43	10	H17378	HK JOCKEY CLUB:SPORTSPEDIA B.B.	Commercial
6451	TVBNews	2019-11-03	15:13:53	30	H17418	HK FINANCE-MORTGAGE/P.LOAN	Commercial
6452	J2	2019-11-03	15:14:10	10	BGTA370447	AIRLAND:OWN HOME(CJ)=A	Promo
6453	J2	2019-11-03	15:14:20	15	H17065	HOMEMADE FROZEN FOOD	Commercial
6454	TVBNews	2019-11-03	15:14:23	15	W16310	WELLCOME-FISSLER/QUAKER/VITASOY	Commercial
6455	J2	2019-11-03	15:14:35	10	S19281	SAM SENG WINE                    4-830	Commercial
6456	TVBNews	2019-11-03	15:14:38	20	T18622	TRAVEL EXPERT-PHL-MEDITERRANEAN	Commercial
6457	TVBFIN	2019-11-03	15:14:43	15	JTD9281447	SUN REPORT-=	Promo
6458	J2	2019-11-03	15:14:45	10	M32731	MYTV SUPER-18 HIT RATE           4-830	Commercial
6459	J2	2019-11-03	15:14:55	20	M31148	MIRAMAR TRAVEL	Commercial
6460	TVBFIN	2019-11-03	15:14:58	20	JGN9870436	MPL:STORY MINGLAN-&=A	Promo
6461	TVBNews	2019-11-03	15:14:58	30	S19551	SEIKO WATCH-GRAND	Commercial
6462	J2	2019-11-03	15:15:15	20	E07778	EXCAUGH	Commercial
6463	TVBFIN	2019-11-03	15:15:18	30	E07771	EXPEDIA.COM	Commercial
